Organization/Person Name,Description,Organization/Person Name URL,Industry-Specific VC Binary
Mission Street Ventures,Mission Street Ventures funds innovative concepts and integrates them into our blockchain and Web3 ecosystems.,https://www.crunchbase.com/organization/mission-street-ventures,1
UN I+D+i Tech Transfer,UN I+D+i Tech Transfer is a private capital fund that specializes in the health sectors.,https://www.crunchbase.com/organization/un-i-d-i-technology-transfer-fcr,1
IR21 Capital,A blockchain investment firm,https://www.crunchbase.com/organization/ir21-capital,1
Playbossa Ventures SL (Grupo Matutes),"Prestación de Servicios. Actividades de Gestión y Administración. Servicios Educativos, Sanitarios, de Ocio y Entretenimiento",https://www.crunchbase.com/organization/playbossa-ventures-sl-grupo-matutes,0
Innovations and Technologies Fund (FIT),"Venture capital fund focused on projects in: Seed Stage, Startup Stage, Growth Stage and/or Expansion.",https://www.crunchbase.com/organization/slovak-innovations-and-technologies-fund-fit,0
Circular Capital,The positive impact enabler through active investment management focused on planet’s health and human beings,https://www.crunchbase.com/organization/circular-capital,1
Chamberí Ventures,Chamberí Ventures is a venture capital firm.,https://www.crunchbase.com/organization/chamberí-ventures,0
LRJ Capital,LRJ Capital is a private ever green venture capital fund.,https://www.crunchbase.com/organization/lrj-capital-fund,0
P3 Invest Zrt,Passion. Process. Peak We invest in early-stage companies with scalable business models in the wide range of IT sector,https://www.crunchbase.com/organization/p3-invest-zrt,0
DAO Capital,DAO Capital is a private collective of crypto advocates that provide genuine value-added marketing and advisory services.,https://www.crunchbase.com/organization/dao-capital,1
TAN Holdings,"TAN HOLDINGS is a global investment firm focusing on energy, telecommunication and alternative investments.",https://www.crunchbase.com/organization/tan-holdings,1
LionPride Agility Fund,LionPride Agility Fund is co-managed by LionPride & Newtown Partners.,https://www.crunchbase.com/organization/lionpride-agility-fund,0
Mana Industries,Mana Industries is investing in paramount technologies to improve the quality of human life.,https://www.crunchbase.com/organization/mana-industries,1
Milano Venture,Milano Venture operates as a venture capital firm offering financial opportunities for startups.,https://www.crunchbase.com/organization/milano-venture,0
AlgoLedge,AlgoLedge is an alternative investments company focused on blockchain technology ventures. ,https://www.crunchbase.com/organization/algoledge,1
Summus Venture Capital,Summus Venture Capital is a venture capital investment firm.,https://www.crunchbase.com/organization/summus-venture-capital,0
Aboa Advest,Aboa Advest is an investment company focusing on startups and other growth companies.,https://www.crunchbase.com/organization/aboa-advest,0
Northislet,Northislet is a Nordic growth investor focused on investments in technology and life sciences.,https://www.crunchbase.com/organization/northislet,0
Adventurees,Adventurees Capital is a licensed equity crowdfunding investment platform and the first to issue Security Token Offerings in Spain.,https://www.crunchbase.com/organization/adventurees,1
Loop Capital,Loop Capital specializes in making early-stage investments in Skåne.,https://www.crunchbase.com/organization/loop-capital-3f0d,0
Slovak American Enterprise Fund,Slovak American Enterprise Fund is a venture capital and private equity Fund investing its financial sources into small and medium sized,https://www.crunchbase.com/organization/slovak-american-enterprise-fund,0
Fros Ventures,Fros Ventures is a venture capital investment firm.,https://www.crunchbase.com/organization/fros-ventures,0
Actio Ventures,"Actio Ventures SL, Barcelona",https://www.crunchbase.com/organization/actio-ventures,0
K4 Group,K4 Group is a family-owned investment company.,https://www.crunchbase.com/organization/k4-group,0
SijoittajaPRO,"SijoittajaPRO Corporate Finance is a link between investors and companies, who need funding.",https://www.crunchbase.com/organization/sijoittajapro,0
Smartech Capital,They invest in technology companies creating innovative products with global ambition,https://www.crunchbase.com/organization/smartech-capital,0
Grupo Sancor Seguros,El Grupo Sancor Seguros es un holding formado en la ciudad de Sunchales (Santa Fe) dedicado al mercado de seguros.,https://www.crunchbase.com/organization/grupo-sancor-seguros,0
Penny Venture,"Penny Venture is a venture company investing in high growth, entrepreneurial led start-ups",https://www.crunchbase.com/organization/penny-venture,0
KKV Klaszterház,Klaszterház enables the computation of economically useful outcomes.,https://www.crunchbase.com/organization/kkv-klaszterház,0
Squid AS,Real estate investment company,https://www.crunchbase.com/organization/squid-as,0
NOA Capital,NOA Capital is a venture capital investment firm.,https://www.crunchbase.com/organization/noa-capital-52f9,0
FBG Invest,FBG Invest provides the foundation for local dedicated risk capital that is generally invested in the form of equity capital.,https://www.crunchbase.com/organization/fbg-invest,0
The Valley Venture Capital,"The Valley Venture Capital is a CNMV-regulated manager focused on individual investors, family offices and corporates.",https://www.crunchbase.com/organization/the-valley-venture-capital,0
Coben Ventures,Coben Ventures invests in technological projects.,https://www.crunchbase.com/organization/coben-ventures,0
Tadium Invest,"Tadium Invest SCR invests in digital businesses, with great market opportunities and proven business models.",https://www.crunchbase.com/organization/tadium-invest,0
AIAIAI VENTURES SL,Vehículo de inversión de Alvaro Gutierrez y Pablo Pazos Rey,https://www.crunchbase.com/organization/aiaiai-ventures-sl,0
Sandvikeninvesterarna,Regional Seed Investments,https://www.crunchbase.com/organization/sandvikeninvesterarna,0
BeValue,BeValue is a venture fund that specializes in Pre-seed and Seed stage investments of market oriented startups in Europe and the US.,https://www.crunchbase.com/organization/bevalue-llc,0
Skillion Ventures,Skillion Ventures is a seed investor focused on investing in technology companies.,https://www.crunchbase.com/organization/skillion-ventures,0
Akola Venture Builder,"Akola Venture Builder creates digital businesses combined with a high component of creativity, technology, and science.",https://www.crunchbase.com/organization/akola-venture-builder,0
Seven Arrows Capital,"Seven Arrows Capital is an investment management company that invests in commodity-focused sectors such as agriculture, food, and energy.",https://www.crunchbase.com/organization/seven-arrows-venture-capital,1
Menmo Ventures,"Menmo Ventures is an investment company focused on enterprise software, web, and community based technological products.",https://www.crunchbase.com/organization/menmo-ventures,0
Veos Ventures,Veos Ventures is a venture capital investment firm.,https://www.crunchbase.com/organization/veos-ventures-s-l,0
Clever web,Cleverweb is a venture capital investment firm.,https://www.crunchbase.com/organization/clever-web,0
Eix Technova,"Entrepreneur Investor Exchange (EIX) is a community of private investors, highly motivated and active in evaluation.",https://www.crunchbase.com/organization/eix-technova,0
Mita Ventures,Mita Ventures is a venture capital investment fund.,https://www.crunchbase.com/organization/mita-ventures,0
OctaQuest,OctaQuest is a women-led investment firm that invests in start-up companies with female or mixed founder teams.,https://www.crunchbase.com/organization/octaquest,0
Cliffs,Technology investments,https://www.crunchbase.com/organization/cliffs,0
Seed Gipuzkoa (SPRI),venture capital company,https://www.crunchbase.com/organization/seed-gipuzkoa-spri,0
Monen Invest,Monen Invest AB invests in early startups with innovative technology solutions and disruptive business models.,https://www.crunchbase.com/organization/monen-invest,0
SouthUp Ventures,SouthUp Ventures is a venture capital firm that seeks to invest in early-stage companies.,https://www.crunchbase.com/organization/southup-ventures,0
AG28 Ventures,AG28 Ventures is a venture capital business that focuses on finding and funding technology startups.,https://www.crunchbase.com/organization/ag28-ventures,0
Nunchi,Nunchi is a real estate investor.,https://www.crunchbase.com/organization/nunchi-d71e,0
Medex Partners,Medex Partners is an investment club focused on healthcare.,https://www.crunchbase.com/organization/medex-partners,1
Venly Ventures,Venly Ventures Invest in excellent Web3 game projects with significant growth potential and empower team.,https://www.crunchbase.com/organization/venly-ventures,1
Canguro Inversiones,Canguro Inversiones is an Angel Investor that has made investments in more than 40 startups.,https://www.crunchbase.com/organization/canguro-inversiones,0
Carl Westin,Carl Westin is an international investment company.,https://www.crunchbase.com/organization/carl-westin-3d4e,0
StartVC,StartVC is focuses on early TMT and mobile internet or high-tech project investment.,https://www.crunchbase.com/organization/startvc,0
NFVentures,NFV,https://www.crunchbase.com/organization/nfv,0
buebull ventures,venture capital firm,https://www.crunchbase.com/organization/buebull-ventures,0
