Organization Name,Description,Organization Name URL,B2B Binary
Claai,"Claai provides infrastructure for AI systems and developers to ethically compensate individuals, publishers, and creators for their data.",https://www.crunchbase.com/organization/claai,
Involved,"Involved is an interactive, facilitated real-time participant experience.",https://www.crunchbase.com/organization/involved-7373,
Firmo,Firmo is a Danish smart contract infrastructure provider.,https://www.crunchbase.com/organization/firmo,
Emmi AI,Emmi AI thinks that the nexus of physics and artificial intelligence represents the next frontier in industrial engineering.,https://www.crunchbase.com/organization/emmi-ai,
Howie,"Howie is an AI tool designed to assist architects and engineers by automating tasks, optimizing designs, and enhancing workflow efficiency.",https://www.crunchbase.com/organization/howie,
Heizma,Heizma also offers an intelligent energy management system.,https://www.crunchbase.com/organization/heizma,
aTension.life,aTension.life is a company focused on advancing the diagnosis and treatment of hypertension through precision medicine.,https://www.crunchbase.com/organization/atension-life,
Blockpit,Blockpit is offering crypto-tax and -accounting solutions for consumer and enterprise business.,https://www.crunchbase.com/organization/blockpit,
Graph Therapeutics,precision-immunology techbio,https://www.crunchbase.com/organization/graph-therapeutics,
Synaps,"Synaps is a browser-based, real-time collaborative and hyper-intuitive design platform for next-gen architects.",https://www.crunchbase.com/organization/synaps-763b,
Teneo Protocol,"Teneo Protocol is a blockchain company that provides economic transactions, and cross-chain interoperability decentralized data management.",https://www.crunchbase.com/organization/teneo-protocol,
Coinpanion,Coinpanion makes investing in digital assets as easy as investing in stocks with ETFs.,https://www.crunchbase.com/organization/coinpanion,
ELOOP,Tokenized car sharing and car subscriptions,https://www.crunchbase.com/organization/eloop-5e45,
PROPCORN AI,PROPCORN AI search engine instantly identifies real estate redensification and new building potential.,https://www.crunchbase.com/organization/propcorn,
Morpher,"Morpher is DeFi app for trading virtual stocks, commodities, forex, and cryptocurrencies.",https://www.crunchbase.com/organization/morpher,
infrared.city,SaaS for climate simulations,https://www.crunchbase.com/organization/infrared-city,
Syntropic Medical GmbH,Syntropic is a medical device company.,https://www.crunchbase.com/organization/syntropic,
Aitiologic,Aitiologic is an Austrian precision medicine firm that creates AI-powered solutions for early disease identification and tailored therapy.,https://www.crunchbase.com/organization/aitiologic,
Dark Forest,We are building tools that will assist Web3 users with deciding on the right profitability opportunities,https://www.crunchbase.com/organization/dark-forest,
Teragon,Teragon is developing a laser measurement technology designed to enable steel manufacturers.,https://www.crunchbase.com/organization/teragon-3cf1,
consola.finance,consola.finance is a business-to-business finance and accounting SaaS platform that aims to automate financial processes.,https://www.crunchbase.com/organization/consola-finance,
refinq,Refinq develops a nature risk management platform that combines biodiversity and ecosystem data with physical climate risk scenarios.,https://www.crunchbase.com/organization/refinq,
Glasskube,"Glasskube is an open source package manager that distributes software to private infrastructure, cloud environments, and on-premises.",https://www.crunchbase.com/organization/glasskube,
Cycuria Therapeutics,"Cycuria Therapeutics develops novel biologics targeting both tumour cells and tumour stem cells, while preserving healthy new blood cells.",https://www.crunchbase.com/organization/cycuria-therapeutics,
DuckDAO,DuckDAO is a community-backed incubator powered by a network of engaged investors in the digital asset ecosystem.,https://www.crunchbase.com/organization/duckdao,
walt.id,Open source decentralized identity and wallet infrastructure for developers and organizations,https://www.crunchbase.com/organization/walt-id,
HeldYn,Online nursing service,https://www.crunchbase.com/organization/heldyn-care-gmbh,
mytalents.ai,Mytalents.ai develops and operates a website that offers learning courses on various artificial intelligence tools.,https://www.crunchbase.com/organization/mytalents-ai,
Riddle&Code,Onboarding industries to Web3.,https://www.crunchbase.com/organization/riddle-code,
NodeVenture,"Secure Wallet System Provider, SaaS, Blockchain, Custody, DeFi - a secure infrastructure for the coming decentralised financial market",https://www.crunchbase.com/organization/tmia-gmbh,
Verdea,"Verdea simplifies complex rules into machine-readable representations, allowing you to easily match your data with compliance criteria.",https://www.crunchbase.com/organization/verdea,
Balun,Balun is a operator of a machine learning platform.,https://www.crunchbase.com/organization/balun,
B.A.M Ticketing,"B.A.M Ticketing is a blockchain technology for fair, transparent, and tamper-proof ticketing.",https://www.crunchbase.com/organization/b-a-m-ticketing,
HeroSphere,HeroSphere is an disrupt online betting by using the blockchain technology and by decentralizing betting. ,https://www.crunchbase.com/organization/herosphere,
Steady Energy,Steady Energy aims to decarbonize the energy-intensive heating industry starting with residential and district heating.,https://www.crunchbase.com/organization/steady-energy,
Bought,Automated secondhand marketplace mobile application.,https://www.crunchbase.com/organization/bought,
Zero,Zero is an AI-powered CRM and sales automation stack for growth companies.,https://www.crunchbase.com/organization/zero-0e16,
SkySQL,SkySQL is a software company that provides databases and backup services.,https://www.crunchbase.com/organization/skysql,
Tesseract,Tesseract is a diversified financial services and investment management innovator in digital assets,https://www.crunchbase.com/organization/tesseract-investment,
Taito.ai,Taito.ai is an AI platform that provides tools for developing and deploying intelligent applications.,https://www.crunchbase.com/organization/taito-ai,
Gevulot,Gevulot is a blockchain technology solutions provider that focuses on zero-knowledge proofs.,https://www.crunchbase.com/organization/gevulot,
Realm,One interface for everything your company knows.,https://www.crunchbase.com/organization/realm-b943,
In Parallel,In Parallel empowers enterprise organizations and people to do the right things right.,https://www.crunchbase.com/organization/in-parallel-98d8,
Behavix Inc.,"Market research, behavioral data, DaaS (data-as-a-service)",https://www.crunchbase.com/organization/behavix-inc,
Root Signals,"Root Signals control platform, teams deliver reliable, measurable and auditable LLM automations at scale.",https://www.crunchbase.com/organization/root-signals,
Confidentialmind,On-premises generative AI platform,https://www.crunchbase.com/organization/confidentialmind,
QMill,QMill is the quantum algorithm creator.,https://www.crunchbase.com/organization/qmill-ccd9,
Flow Computing,Flow Computing improves the CPU performance for AI and general-purpose parallel computing applications.,https://www.crunchbase.com/organization/flow-computing,
Arctic Instruments,Arctic Instruments manufactures superconducting microwave amplifiers that helps to build larger quantum computers.,https://www.crunchbase.com/organization/arctic-instruments,
TheStorage,"TheStorage provides sustainable grid-scale energy storage that can discharge heat, steam, or CHP.",https://www.crunchbase.com/organization/thestorage,
Membrane Finance,"Membrane issues a MiCAR-compatible euro stablecoin, EUROe, and provides BaaS services for crypto companies",https://www.crunchbase.com/organization/membrane-finance,
Moncyte Health,Moncyte Health is developing a patented technology to optimize the treatment and prevention of cardiovascular disease.,https://www.crunchbase.com/organization/moncyte-health,
Starstuff,Social games platform for generation AI.,https://www.crunchbase.com/organization/me3d-d849,
THENA,THENA is a leading decentralized exchange (DEX) on the BNB Chain.,https://www.crunchbase.com/organization/thena-c947,
Happy Plant Protein,Happy Plant Protein develops a plant protein technology.,https://www.crunchbase.com/organization/happy-plant-protein,
Solid IO,Solid IO believes cancer care should be as precise and personal as possible.,https://www.crunchbase.com/organization/solid-io,
